,date,discount_ratio,discount_value,full_discount_value,full_preminum_value,full_value,preminum_ratio,preminum_value,ratio,value
359,2013-01-18,-1120.31705334,0.804818516126,0.0,0.0,0.0,-324.160694078,0.816698686373,-936.493905428,1.00051128518
360,2013-01-25,-1170.06888098,-0.178751112808,0.0,0.0,0.0,-314.273858921,0.783382643159,-958.613117218,0.346960799645
361,2013-02-01,-1126.90163827,1.03569647986,0.0,0.0,0.0,-506.925329429,0.629616392456,-936.772654488,0.691762741403
362,2013-02-08,-1064.24123752,-0.105357648387,0.0,0.0,0.0,-449.597462262,0.220252470304,-892.783569164,0.0244402639784
363,2013-02-15,-1080.7479413,-0.552425333009,0.0,0.0,0.0,-409.262743382,0.0436662372902,-893.26819385,-0.235159678561
364,2013-02-22,-1148.8634639,-1.66031533848,0.0,0.0,0.0,-186.011644833,0.0632011152101,-971.161073168,-1.4940774512
365,2013-03-01,-1048.74010681,0.859062448942,0.0,0.0,0.0,-101.392527899,0.837724589597,-890.183327342,0.666585970522
366,2013-03-08,-1041.44393576,1.77692749694,0.0,0.0,0.0,-280.139569974,0.879668866376,-888.464756054,1.51965776888
367,2013-03-15,-1060.43352795,0.150982775409,0.0,0.0,0.0,-307.00490381,-0.116011040211,-915.505375641,-0.248600139481
368,2013-03-22,-1062.18776141,-1.23844660613,0.0,0.0,0.0,-125.812712276,-0.262631443111,-887.175255711,-0.608347544366
369,2013-04-05,-1027.36071404,0.0716562847371,0.0,0.0,0.0,-229.49286066,-3.75879861617,-859.174077022,-0.368983927816
370,2013-04-12,-1079.94142668,1.08973259982,0.0,0.0,0.0,-258.26790773,1.63797897277,-900.887512543,1.03593944427
371,2013-04-19,-1043.53741022,-1.7633795396,0.0,0.0,0.0,-313.170831626,-2.6464567954,-894.657624304,-1.99829772297
372,2013-04-26,-1062.89864377,1.29791082866,0.0,0.0,0.0,-199.218125278,2.96247115952,-893.364935469,1.82976021907
373,2013-05-03,-1060.5219225,1.51681037801,0.0,0.0,0.0,-194.747065965,1.30597191058,-885.856198747,1.49196759452
374,2013-05-10,-1024.40207363,0.969691043557,0.0,0.0,0.0,-125.046539862,1.17273570003,-833.572540743,1.02764330696
375,2013-05-17,-1001.74007142,0.76613373181,0.0,0.0,0.0,-88.822339134,0.0421293018855,-755.212276392,1.38198976547
376,2013-05-24,-1015.2916351,-1.0752302356,0.0,0.0,0.0,-147.478745236,-0.0482082779825,-763.388464067,-1.12562752293
377,2013-05-31,-1035.13039714,-1.26149231971,0.0,0.0,0.0,-180.430958663,-1.02862388077,-785.0984395,-1.20510285301
378,2013-06-07,-1060.08177952,0.163575898261,0.0,0.0,0.0,-234.485866448,-0.590023242576,-845.415037542,-0.0768579713633
379,2013-06-14,-1108.09617272,-2.38686449691,0.0,0.0,0.0,-311.420659097,-0.852380521243,-861.623473236,-1.56045655997
380,2013-06-21,-1128.03314039,-2.57596441957,0.0,0.0,0.0,-361.485699823,-2.63108849138,-866.513269437,-2.77008126405
381,2013-06-28,-1056.9808068,1.37741244336,0.0,0.0,0.0,-332.508762221,3.0207136045,-808.5452475,1.48102125163
382,2013-07-05,-1075.79098225,0.755790470615,0.0,0.0,0.0,-338.424166926,-0.867981580488,-866.495142522,0.230652413178
383,2013-07-12,-1120.41960467,1.90215657852,0.0,0.0,0.0,-336.303332295,2.08378098058,-879.985053913,2.13749048875
384,2013-07-19,-1129.90910271,0.6888118517,0.0,0.0,0.0,-406.163486186,0.0886550929203,-869.696807943,0.686899682729
385,2013-07-26,-1111.83291322,-0.100908495303,0.0,0.0,0.0,-312.608445849,1.45003797013,-843.899505356,0.115938959931
386,2013-08-02,-1150.1296363,0.35072681419,0.0,0.0,0.0,-447.418608788,0.126136082432,-865.784135796,0.479069015271
387,2013-08-09,-1163.96350126,-0.865143517831,0.0,0.0,0.0,-519.258660923,-0.463166610149,-897.566990499,-0.667610719681
388,2013-08-16,-1222.06862638,-2.17080299706,0.0,0.0,0.0,-487.622835751,-0.121475377211,-910.023486709,-1.32885977344
389,2013-08-23,-1229.44223588,0.349254210451,0.0,0.0,0.0,-486.7103416,0.0789376677476,-905.536457777,0.0516550692154
390,2013-08-30,-1199.6928081,-1.3198833574,0.0,0.0,0.0,-445.264389331,-1.18740443659,-880.726664532,-1.54871486666
391,2013-09-06,-1187.51716661,1.61688911022,0.0,0.0,0.0,-466.984869755,1.05111980293,-888.810362621,1.41496043976
392,2013-09-13,-1203.57436059,0.424700341158,0.0,0.0,0.0,-545.314303541,-0.66492062888,-959.739866909,0.303365342436
393,2013-09-20,-1276.31490182,0.55459802108,0.0,0.0,0.0,-507.575412635,0.663770359198,-995.890893563,0.26146169497
394,2013-09-27,-1201.45163233,0.490342876928,0.0,0.0,0.0,-432.470119522,0.477505036071,-922.819472617,0.479381974915
395,2013-10-04,-1219.77899081,-0.136830690808,0.0,0.0,0.0,-682.295153544,0.00258788882009,-957.420313229,-0.258131470777
396,2013-10-11,-1226.97262091,0.0797087955738,0.0,0.0,0.0,-620.139725367,0.535380432528,-993.502822461,0.0261699933398
397,2013-10-18,-1227.10770715,2.35605765068,0.0,0.0,0.0,-591.975427608,1.76322972546,-979.899410042,2.38117999009
398,2013-10-25,-1235.48262548,0.621204345543,0.0,0.0,0.0,-580.643218502,0.321331337583,-969.32812699,0.375694906209
399,2013-11-01,-1167.19603315,-0.192092066692,0.0,0.0,0.0,-562.006827603,-0.150924584051,-936.987394423,-0.343396408872
400,2013-11-08,-1231.14365597,-0.593929479571,0.0,0.0,0.0,-585.981691159,0.129116038924,-978.198718221,-0.349774887847
401,2013-11-15,-1200.89468779,0.961107978684,0.0,0.0,0.0,-561.599614551,0.885594239302,-958.431730402,1.24462669316
402,2013-11-22,-1252.80521901,-0.523835588861,0.0,0.0,0.0,-604.412109833,-0.252991584833,-997.255634311,-0.50693626032
403,2013-11-29,-1232.04633205,0.133194211566,0.0,0.0,0.0,-650.12475839,0.17340268834,-994.139043334,0.125633019692
404,2013-12-06,-1260.0412728,-0.749646201508,0.0,0.0,0.0,-589.185637174,-0.0534678662715,-1031.44985357,-0.746210659817
405,2013-12-13,-1257.9229252,-1.10159336805,0.0,0.0,0.0,-581.444835438,-0.638509939393,-999.823437036,-0.913736127598
406,2013-12-20,-1227.36265205,0.987379305827,0.0,0.0,0.0,-620.374552166,2.90946872738,-932.628071814,1.53712839158
407,2013-12-27,-1189.60591133,1.74522340005,0.0,0.0,0.0,-505.173337799,0.438400218329,-916.353720131,1.06712936475
408,2014-01-03,-1233.57323065,-1.01587424064,0.0,0.0,0.0,-624.233620517,-1.41829893887,-998.693722804,-1.20197129897
409,2014-01-10,-1163.59580401,1.78398133772,0.0,0.0,0.0,-521.836853323,1.921349225,-904.225151868,1.85250718506
410,2014-01-17,-1166.13231552,-0.0278679521114,0.0,0.0,0.0,-536.2824257,0.375741912107,-876.71448882,0.415496168018
411,2014-01-24,-1126.53559421,-2.02329356155,0.0,0.0,0.0,-528.366279811,-1.57870803763,-825.829132739,-1.87912205777
412,2014-01-31,-1216.24470107,-1.86451549543,0.0,0.0,0.0,-375.076156189,-0.49562184958,-901.243375986,-1.59386242632
413,2014-02-07,-1228.37787528,0.729348767449,0.0,0.0,0.0,-448.481490215,0.565045602034,-922.827107837,0.840973649261
414,2014-02-14,-1206.13506797,1.74603022776,0.0,0.0,0.0,-410.275878331,2.35766124178,-896.269441213,2.09362080444
415,2014-02-21,-1193.37523754,0.30451769852,0.0,0.0,0.0,-374.522518274,0.36975030601,-872.203265693,0.214451910865
416,2014-02-28,-1175.62919583,1.35611445414,0.0,0.0,0.0,-420.940815845,0.12132878584,-888.740252467,0.80044227314
417,2014-03-07,-1177.14991549,0.0404222335049,0.0,0.0,0.0,-557.146114717,-0.100299813041,-907.176338805,0.0906758903872
418,2014-03-14,-1157.59355125,-2.32809163196,0.0,0.0,0.0,-263.969849246,-0.141910062868,-825.480160269,-1.58687654827
419,2014-03-21,-1151.20125696,0.391654150275,0.0,0.0,0.0,-263.608866313,0.603029575879,-809.081469993,0.399311984404
420,2014-03-28,-1157.39180117,0.468796424151,0.0,0.0,0.0,-229.510409517,-0.165274415525,-782.42341993,0.202779209038
421,2014-04-04,-1175.80868362,0.506218397312,0.0,0.0,0.0,-346.078164054,-0.808829280251,-820.276789245,-0.0278705244807
422,2014-04-11,-1081.4876319,-0.957342886285,0.0,0.0,0.0,-211.204271756,-0.868727592732,-721.383067528,-1.01707081411
423,2014-04-25,-1051.17726658,1.81692219347,0.0,0.0,0.0,-161.106566689,2.35795939755,-698.844954088,1.83120099499
424,2014-05-02,-1044.60806525,0.888028944225,0.0,0.0,0.0,-279.288709948,0.997766522632,-702.979262376,1.07888975073
425,2014-05-09,-1065.09162071,-0.185804864061,0.0,0.0,0.0,-341.218092845,0.125286557779,-687.447511914,-0.0765405876399
426,2014-05-16,-1033.6203339,0.567213510662,0.0,0.0,0.0,-182.503228187,0.676765217319,-638.391653428,0.61827627374
427,2014-05-23,-979.10859512,0.822855424803,0.0,0.0,0.0,-94.7560182173,1.15391936126,-621.406122537,0.787516161775
428,2014-05-30,-939.489714559,1.0562403018,0.0,0.0,0.0,-102.095554326,1.02523417068,-575.944356189,1.07648043457
