,contractSymbol,dailyDate1dAgo,dailyHighPrice,dailyLastPrice,dailyLowPrice,dailyOpenInterest,dailyOpenPrice,dailyPreviousPrice,dailyPriceChange,dailyVolume,expiredDate,hasOptions,implied_roll_yeild,main_volume,preminum,root,symbol,symbolCode,symbolType,year_num
QAX19 (Nov '19),QAX19 (Nov '19),2017-07-06,52.46,52.46,52.46,200.0,0.0,52.41,0.05,0,2019-11-16,True,-0.174,False,0.917079679756,QA,QAX19,FUT,2,2.20821917808
QAZ19 (Dec '19),QAZ19 (Dec '19),2017-07-06,53.15,52.51,52.51,3113.0,53.0,52.46,0.05,585,2019-12-16,True,-0.1816,False,0.916206436869,QA,QAZ19,FUT,2,2.2904109589
QAF20 (Jan '20),QAF20 (Jan '20),2017-07-06,52.64,52.64,52.64,0.0,0.0,52.59,0.05,0,2020-01-16,True,-0.1924,False,0.913943768997,QA,QAF20,FUT,2,2.37534246575
QAG20 (Feb '20),QAG20 (Feb '20),2017-07-06,52.76,52.76,52.76,0.0,0.0,52.72,0.04,0,2020-02-16,True,-0.2031,False,0.91186504928,QA,QAG20,FUT,2,2.4602739726
QAH20 (Mar '20),QAH20 (Mar '20),2017-07-06,52.87,52.87,52.87,0.0,0.0,52.84,0.03,0,2020-03-16,True,-0.2131,False,0.909967845659,QA,QAH20,FUT,2,2.5397260274
QAJ20 (Apr '20),QAJ20 (Apr '20),2017-07-06,52.98,52.98,52.98,0.0,0.0,52.96,0.02,0,2020-04-16,True,-0.2236,False,0.908078520196,QA,QAJ20,FUT,2,2.62465753425
QAK20 (May '20),QAK20 (May '20),2017-07-06,53.09,53.09,53.09,0.0,0.0,53.08,0.01,0,2020-05-16,True,-0.234,False,0.906197023922,QA,QAK20,FUT,2,2.70684931507
QAM20 (Jun '20),QAM20 (Jun '20),2017-07-06,53.2,53.2,53.2,6.0,0.0,53.19,0.01,0,2020-06-16,True,-0.2448,False,0.904323308271,QA,QAM20,FUT,2,2.79178082192
QAN20 (Jul '20),QAN20 (Jul '20),2017-07-06,53.31,53.31,53.31,0.0,0.0,53.3,0.01,0,2020-07-16,True,-0.2554,False,0.90245732508,QA,QAN20,FUT,2,2.87397260274
QAQ20 (Aug '20),QAQ20 (Aug '20),2017-07-06,53.4,53.4,53.4,0.0,0.0,53.36,0.04,0,2020-08-16,True,-0.2656,False,0.900936329588,QA,QAQ20,FUT,2,2.95890410959
QAU20 (Sep '20),QAU20 (Sep '20),2017-07-06,53.5,53.5,53.5,0.0,0.0,53.46,0.04,0,2020-09-16,True,-0.2762,False,0.899252336449,QA,QAU20,FUT,2,3.04383561644
QAV20 (Oct '20),QAV20 (Oct '20),2017-07-06,53.6,53.6,53.6,0.0,0.0,53.55,0.05,0,2020-10-16,True,-0.2867,False,0.897574626866,QA,QAV20,FUT,2,3.12602739726
QAX20 (Nov '20),QAX20 (Nov '20),2017-07-06,53.7,53.7,53.7,0.0,0.0,53.65,0.05,0,2020-11-16,True,-0.2974,False,0.895903165736,QA,QAX20,FUT,2,3.21095890411
QAZ20 (Dec '20),QAZ20 (Dec '20),2017-07-06,53.8,53.8,53.8,99.0,0.0,53.75,0.05,0,2020-12-16,True,-0.308,False,0.894237918216,QA,QAZ20,FUT,2,3.29315068493
QAF21 (Jan '21),QAF21 (Jan '21),2017-07-06,53.89,53.89,53.89,0.0,0.0,53.84,0.05,0,2021-01-16,True,-0.3184,False,0.892744479495,QA,QAF21,FUT,2,3.37808219178
QAG21 (Feb '21),QAG21 (Feb '21),2017-07-06,53.96,53.96,53.96,0.0,0.0,53.9,0.06,0,2021-02-16,True,-0.3279,False,0.891586360267,QA,QAG21,FUT,2,3.46301369863
QAH21 (Mar '21),QAH21 (Mar '21),2017-07-06,54.04,54.04,54.04,0.0,0.0,53.97,0.07,0,2021-03-16,True,-0.3373,False,0.890266469282,QA,QAH21,FUT,2,3.5397260274
QAJ21 (Apr '21),QAJ21 (Apr '21),2017-07-06,54.17,54.17,54.17,0.0,0.0,54.09,0.08,0,2021-04-16,True,-0.3495,False,0.888129961233,QA,QAJ21,FUT,2,3.62465753425
QAK21 (May '21),QAK21 (May '21),2017-07-06,54.31,54.31,54.31,0.0,0.0,54.23,0.08,0,2021-05-16,True,-0.3619,False,0.885840545019,QA,QAK21,FUT,2,3.70684931507
QAM21 (Jun '21),QAM21 (Jun '21),2017-07-06,54.44,54.44,54.44,0.0,0.0,54.36,0.08,0,2021-06-16,True,-0.3742,False,0.883725202057,QA,QAM21,FUT,2,3.79178082192
QAN21 (Jul '21),QAN21 (Jul '21),2017-07-06,54.57,54.57,54.57,0.0,0.0,54.49,0.08,0,2021-07-16,True,-0.3862,False,0.881619937695,QA,QAN21,FUT,2,3.87397260274
QAQ21 (Aug '21),QAQ21 (Aug '21),2017-07-06,54.7,54.7,54.7,0.0,0.0,54.62,0.08,0,2021-08-16,True,-0.3984,False,0.879524680073,QA,QAQ21,FUT,2,3.95890410959
QAU21 (Sep '21),QAU21 (Sep '21),2017-07-06,54.83,54.83,54.83,0.0,0.0,54.75,0.08,0,2021-09-16,True,-0.4106,False,0.877439358016,QA,QAU21,FUT,2,4.04383561644
QAV21 (Oct '21),QAV21 (Oct '21),2017-07-06,54.96,54.96,54.96,0.0,0.0,54.88,0.08,0,2021-10-16,True,-0.4226,False,0.875363901019,QA,QAV21,FUT,2,4.12602739726
QAX21 (Nov '21),QAX21 (Nov '21),2017-07-06,55.08,55.08,55.08,0.0,0.0,55.01,0.07,0,2021-11-16,True,-0.4343,False,0.873456790123,QA,QAX21,FUT,2,4.21095890411
QAZ21 (Dec '21),QAZ21 (Dec '21),2017-07-06,55.2,55.2,55.2,29.0,0.0,55.13,0.07,0,2021-12-16,True,-0.4458,False,0.871557971014,QA,QAZ21,FUT,2,4.29315068493
QAF22 (Jan '22),QAF22 (Jan '22),2017-07-06,55.3,55.3,55.3,0.0,0.0,55.23,0.07,0,2022-01-16,True,-0.4565,False,0.869981916817,QA,QAF22,FUT,2,4.37808219178
QAG22 (Feb '22),QAG22 (Feb '22),2017-07-06,55.4,55.4,55.4,0.0,0.0,55.33,0.07,0,2022-02-16,True,-0.4672,False,0.868411552347,QA,QAG22,FUT,2,4.46301369863
QAH22 (Mar '22),QAH22 (Mar '22),2017-07-06,55.51,55.51,55.51,0.0,0.0,55.44,0.07,0,2022-03-16,True,-0.4777,False,0.866690686363,QA,QAH22,FUT,2,4.5397260274
QAJ22 (Apr '22),QAJ22 (Apr '22),2017-07-06,55.62,55.62,55.62,0.0,0.0,55.55,0.07,0,2022-04-16,True,-0.4887,False,0.864976627113,QA,QAJ22,FUT,2,4.62465753425
QAK22 (May '22),QAK22 (May '22),2017-07-06,55.73,55.73,55.73,0.0,0.0,55.66,0.07,0,2022-05-16,True,-0.4994,False,0.86326933429,QA,QAK22,FUT,2,4.70684931507
QAM22 (Jun '22),QAM22 (Jun '22),2017-07-06,55.84,55.84,55.84,0.0,0.0,55.77,0.07,0,2022-06-16,True,-0.5103,False,0.861568767908,QA,QAM22,FUT,2,4.79178082192
QAN22 (Jul '22),QAN22 (Jul '22),2017-07-06,55.95,55.95,55.95,0.0,0.0,55.88,0.07,0,2022-07-16,True,-0.5209,False,0.859874888293,QA,QAN22,FUT,2,4.87397260274
QAQ22 (Aug '22),QAQ22 (Aug '22),2017-07-06,56.06,56.06,56.06,0.0,0.0,55.99,0.07,0,2022-08-16,True,-0.5316,False,0.858187656083,QA,QAQ22,FUT,2,4.95890410959
QAU22 (Sep '22),QAU22 (Sep '22),2017-07-06,56.17,56.17,56.17,0.0,0.0,56.1,0.07,0,2022-09-16,True,-0.5422,False,0.856507032224,QA,QAU22,FUT,2,5.04383561644
QAV22 (Oct '22),QAV22 (Oct '22),2017-07-06,56.28,56.28,56.28,0.0,0.0,56.21,0.07,0,2022-10-16,True,-0.5525,False,0.854832977967,QA,QAV22,FUT,2,5.12602739726
QAX22 (Nov '22),QAX22 (Nov '22),2017-07-06,56.39,56.39,56.39,0.0,0.0,56.32,0.07,0,2022-11-16,True,-0.5629,False,0.853165454868,QA,QAX22,FUT,2,5.21095890411
QAZ22 (Dec '22),QAZ22 (Dec '22),2017-07-06,56.5,56.5,56.5,0.0,0.0,56.43,0.07,0,2022-12-16,True,-0.573,False,0.851504424779,QA,QAZ22,FUT,2,5.29315068493
QAF23 (Jan '23),QAF23 (Jan '23),2017-07-06,56.61,56.61,56.61,0.0,0.0,56.54,0.07,0,2023-01-16,True,-0.5831,False,0.84984984985,QA,QAF23,FUT,2,5.37808219178
QAG23 (Feb '23),QAG23 (Feb '23),2017-07-06,56.72,56.72,56.72,0.0,0.0,56.65,0.07,0,2023-02-16,True,-0.5932,False,0.848201692525,QA,QAG23,FUT,2,5.46301369863
QAH23 (Mar '23),QAH23 (Mar '23),2017-07-06,56.82,56.82,56.82,0.0,0.0,56.75,0.07,0,2023-03-16,True,-0.6022,False,0.846708905315,QA,QAH23,FUT,2,5.5397260274
QAJ23 (Apr '23),QAJ23 (Apr '23),2017-07-06,56.92,56.92,56.92,0.0,0.0,56.85,0.07,0,2023-04-16,True,-0.6116,False,0.845221363317,QA,QAJ23,FUT,2,5.62465753425
QAK23 (May '23),QAK23 (May '23),2017-07-06,57.02,57.02,57.02,0.0,0.0,56.95,0.07,0,2023-05-16,True,-0.6208,False,0.843739038934,QA,QAK23,FUT,2,5.70684931507
QAM23 (Jun '23),QAM23 (Jun '23),2017-07-06,57.12,57.12,57.12,0.0,0.0,57.05,0.07,0,2023-06-16,True,-0.63,False,0.842261904762,QA,QAM23,FUT,2,5.79178082192
QAN23 (Jul '23),QAN23 (Jul '23),2017-07-06,57.22,57.22,57.22,0.0,0.0,57.15,0.07,0,2023-07-16,True,-0.6389,False,0.84078993359,QA,QAN23,FUT,2,5.87397260274
QAQ23 (Aug '23),QAQ23 (Aug '23),2017-07-06,57.32,57.32,57.32,0.0,0.0,57.25,0.07,0,2023-08-16,True,-0.6479,False,0.839323098395,QA,QAQ23,FUT,2,5.95890410959
QAU23 (Sep '23),QAU23 (Sep '23),2017-07-06,57.42,57.42,57.42,0.0,0.0,57.35,0.07,0,2023-09-16,True,-0.6567,False,0.837861372344,QA,QAU23,FUT,2,6.04383561644
QAV23 (Oct '23),QAV23 (Oct '23),2017-07-06,57.52,57.52,57.52,0.0,0.0,57.45,0.07,0,2023-10-16,True,-0.6652,False,0.83640472879,QA,QAV23,FUT,2,6.12602739726
QAX23 (Nov '23),QAX23 (Nov '23),2017-07-06,57.62,57.62,57.62,0.0,0.0,57.55,0.07,0,2023-11-16,True,-0.6738,False,0.83495314127,QA,QAX23,FUT,2,6.21095890411
QAZ23 (Dec '23),QAZ23 (Dec '23),2017-07-06,57.72,57.72,57.72,0.0,0.0,57.65,0.07,0,2023-12-16,True,-0.6821,False,0.833506583507,QA,QAZ23,FUT,2,6.29315068493
QAF24 (Jan '24),QAF24 (Jan '24),2017-07-06,57.8,57.8,57.8,0.0,0.0,57.73,0.07,0,2024-01-16,True,-0.6897,False,0.832352941176,QA,QAF24,FUT,2,6.37808219178
QAG24 (Feb '24),QAG24 (Feb '24),2017-07-06,57.87,57.87,57.87,0.0,0.0,57.8,0.07,0,2024-02-16,True,-0.6969,False,0.831346120615,QA,QAG24,FUT,2,6.46301369863
QAH24 (Mar '24),QAH24 (Mar '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-03-16,True,-0.7037,False,0.830341732827,QA,QAH24,FUT,2,6.54246575342
QAJ24 (Apr '24),QAJ24 (Apr '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-04-16,True,-0.7083,False,0.830341732827,QA,QAJ24,FUT,2,6.62739726027
QAK24 (May '24),QAK24 (May '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-05-16,True,-0.7128,False,0.830341732827,QA,QAK24,FUT,2,6.7095890411
QAM24 (Jun '24),QAM24 (Jun '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-06-16,True,-0.7173,False,0.830341732827,QA,QAM24,FUT,2,6.79452054795
QAN24 (Jul '24),QAN24 (Jul '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-07-16,True,-0.7215,False,0.830341732827,QA,QAN24,FUT,2,6.87671232877
QAQ24 (Aug '24),QAQ24 (Aug '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-08-16,True,-0.7259,False,0.830341732827,QA,QAQ24,FUT,2,6.96164383562
QAU24 (Sep '24),QAU24 (Sep '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-09-16,True,-0.7302,False,0.830341732827,QA,QAU24,FUT,2,7.04657534247
QAV24 (Oct '24),QAV24 (Oct '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-10-16,True,-0.7343,False,0.830341732827,QA,QAV24,FUT,2,7.12876712329
QAX24 (Nov '24),QAX24 (Nov '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-11-16,True,-0.7385,False,0.830341732827,QA,QAX24,FUT,2,7.21369863014
QAZ24 (Dec '24),QAZ24 (Dec '24),2017-07-06,57.94,57.94,57.94,0.0,0.0,57.87,0.07,0,2024-12-16,True,-0.7424,False,0.830341732827,QA,QAZ24,FUT,2,7.29589041096
ZKY00 (Cash),ZKY00 (Cash),2017-07-06,1.475,1.475,1.475,0.0,0.0,1.475,0.0,0,2017-07-06,False,,False,,ZK,ZKY00,FUT,2,
ZKQ17 (Aug '17),ZKQ17 (Aug '17),2017-07-06,1.512,1.505,1.49,1120.0,1.501,1.516,-0.011,172,2017-08-16,False,,True,0.0,ZK,ZKQ17,FUT,2,0.0027397260274
ZKU17 (Sep '17),ZKU17 (Sep '17),2017-07-06,1.508,1.508,1.501,431.0,1.501,1.519,-0.011,34,2017-09-16,False,-0.0003,False,0.99801061008,ZK,ZKU17,FUT,2,0.12602739726
ZKV17 (Oct '17),ZKV17 (Oct '17),2017-07-06,1.511,1.511,1.511,230.0,0.0,1.522,-0.011,0,2017-10-16,False,-0.0008,False,0.996029119788,ZK,ZKV17,FUT,2,0.208219178082
ZKX17 (Nov '17),ZKX17 (Nov '17),2017-07-06,1.494,1.494,1.493,151.0,0.0,1.505,-0.011,0,2017-11-16,False,0.0022,False,1.00736278447,ZK,ZKX17,FUT,2,0.293150684932
ZKZ17 (Dec '17),ZKZ17 (Dec '17),2017-07-06,1.483,1.482,1.482,341.0,1.483,1.493,-0.011,18,2017-12-16,False,0.0058,False,1.01551956815,ZK,ZKZ17,FUT,2,0.375342465753
ZKF18 (Jan '18),ZKF18 (Jan '18),2017-07-06,1.467,1.467,1.467,0.0,0.0,1.478,-0.011,0,2018-01-16,False,0.0118,False,1.02590320382,ZK,ZKF18,FUT,2,0.460273972603
ZKG18 (Feb '18),ZKG18 (Feb '18),2017-07-06,1.467,1.467,1.467,0.0,0.0,1.478,-0.011,0,2018-02-16,False,0.014,False,1.02590320382,ZK,ZKG18,FUT,2,0.545205479452
ZKH18 (Mar '18),ZKH18 (Mar '18),2017-07-06,1.467,1.467,1.467,0.0,0.0,1.478,-0.011,0,2018-03-16,False,0.016,False,1.02590320382,ZK,ZKH18,FUT,2,0.621917808219
ZKJ18 (Apr '18),ZKJ18 (Apr '18),2017-07-06,1.494,1.494,1.494,1.0,0.0,1.505,-0.011,0,2018-04-16,False,0.0052,False,1.00736278447,ZK,ZKJ18,FUT,2,0.706849315068
ZKK18 (May '18),ZKK18 (May '18),2017-07-06,1.494,1.494,1.494,0.0,0.0,1.505,-0.011,0,2018-05-16,False,0.0058,False,1.00736278447,ZK,ZKK18,FUT,2,0.78904109589
ZKM18 (Jun '18),ZKM18 (Jun '18),2017-07-06,1.484,1.484,1.484,2.0,0.0,1.495,-0.011,0,2018-06-16,False,0.0124,False,1.0141509434,ZK,ZKM18,FUT,2,0.87397260274
ZKN18 (Jul '18),ZKN18 (Jul '18),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2018-07-16,False,0.0135,False,1.0141509434,ZK,ZKN18,FUT,2,0.956164383562
ZKQ18 (Aug '18),ZKQ18 (Aug '18),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2018-08-16,False,0.0147,False,1.0141509434,ZK,ZKQ18,FUT,2,1.04109589041
ZKU18 (Sep '18),ZKU18 (Sep '18),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2018-09-16,False,0.0159,False,1.0141509434,ZK,ZKU18,FUT,2,1.12602739726
ZKV18 (Oct '18),ZKV18 (Oct '18),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2018-10-16,False,0.0171,False,1.0141509434,ZK,ZKV18,FUT,2,1.20821917808
ZKX18 (Nov '18),ZKX18 (Nov '18),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2018-11-16,False,0.0183,False,1.0141509434,ZK,ZKX18,FUT,2,1.29315068493
ZKZ18 (Dec '18),ZKZ18 (Dec '18),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2018-12-16,False,0.0195,False,1.0141509434,ZK,ZKZ18,FUT,2,1.37534246575
ZKF19 (Jan '19),ZKF19 (Jan '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-01-16,False,0.0207,False,1.0141509434,ZK,ZKF19,FUT,2,1.4602739726
ZKG19 (Feb '19),ZKG19 (Feb '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-02-16,False,0.022,False,1.0141509434,ZK,ZKG19,FUT,2,1.54520547945
ZKH19 (Mar '19),ZKH19 (Mar '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-03-16,False,0.0231,False,1.0141509434,ZK,ZKH19,FUT,2,1.62191780822
ZKJ19 (Apr '19),ZKJ19 (Apr '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-04-16,False,0.0243,False,1.0141509434,ZK,ZKJ19,FUT,2,1.70684931507
ZKK19 (May '19),ZKK19 (May '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-05-16,False,0.0255,False,1.0141509434,ZK,ZKK19,FUT,2,1.78904109589
ZKM19 (Jun '19),ZKM19 (Jun '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-06-16,False,0.0267,False,1.0141509434,ZK,ZKM19,FUT,2,1.87397260274
ZKN19 (Jul '19),ZKN19 (Jul '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-07-16,False,0.0279,False,1.0141509434,ZK,ZKN19,FUT,2,1.95616438356
ZKQ19 (Aug '19),ZKQ19 (Aug '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-08-16,False,0.0291,False,1.0141509434,ZK,ZKQ19,FUT,2,2.04109589041
ZKU19 (Sep '19),ZKU19 (Sep '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-09-16,False,0.0303,False,1.0141509434,ZK,ZKU19,FUT,2,2.12602739726
ZKV19 (Oct '19),ZKV19 (Oct '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-10-16,False,0.0315,False,1.0141509434,ZK,ZKV19,FUT,2,2.20821917808
ZKX19 (Nov '19),ZKX19 (Nov '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-11-16,False,0.0327,False,1.0141509434,ZK,ZKX19,FUT,2,2.29315068493
ZKZ19 (Dec '19),ZKZ19 (Dec '19),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2019-12-16,False,0.0339,False,1.0141509434,ZK,ZKZ19,FUT,2,2.37534246575
ZKF20 (Jan '20),ZKF20 (Jan '20),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2020-01-16,False,0.0352,False,1.0141509434,ZK,ZKF20,FUT,2,2.4602739726
ZKG20 (Feb '20),ZKG20 (Feb '20),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2020-02-16,False,0.0364,False,1.0141509434,ZK,ZKG20,FUT,2,2.54520547945
ZKH20 (Mar '20),ZKH20 (Mar '20),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2020-03-16,False,0.0376,False,1.0141509434,ZK,ZKH20,FUT,2,2.62465753425
ZKJ20 (Apr '20),ZKJ20 (Apr '20),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2020-04-16,False,0.0388,False,1.0141509434,ZK,ZKJ20,FUT,2,2.7095890411
ZKK20 (May '20),ZKK20 (May '20),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2020-05-16,False,0.04,False,1.0141509434,ZK,ZKK20,FUT,2,2.79178082192
ZKM20 (Jun '20),ZKM20 (Jun '20),2017-07-06,1.484,1.484,1.484,0.0,0.0,1.495,-0.011,0,2020-06-16,False,0.0413,False,1.0141509434,ZK,ZKM20,FUT,2,2.87671232877
ZKN20 (Jul '20),ZKN20 (Jul '20),2017-07-06,1.484,1.484,1.484,,0.0,,0.0,0,2020-07-16,False,0.0425,False,1.0141509434,ZK,ZKN20,FUT,2,2.95890410959
ZBU17 (Sep '17),ZBU17 (Sep '17),2017-07-06,153.46875,152.28125,151.875,734486.0,153.40625,153.34375,-1.0625,305658,2017-09-16,True,,True,0.0,ZB,ZBU17,FUT,2,0.0027397260274
ZBZ17 (Dec '17),ZBZ17 (Dec '17),2017-07-06,152.21875,151.0625,150.6875,166.0,152.0625,152.15625,-1.09375,76,2017-12-16,True,0.0023,False,1.00806785271,ZB,ZBZ17,FUT,2,0.290410958904
ZBH18 (Mar '18),ZBH18 (Mar '18),2017-07-06,150.34375,150.34375,150.34375,0.0,0.0,151.4375,-1.09375,0,2018-03-16,True,0.0069,False,1.01288713365,ZB,ZBH18,FUT,2,0.53698630137
UDU17 (Sep '17),UDU17 (Sep '17),2017-07-06,165.71875,164.09375,163.5,792631.0,165.6875,165.5,-1.40625,106084,2017-09-16,True,,True,0.0,UD,UDU17,FUT,2,0.0027397260274
UDZ17 (Dec '17),UDZ17 (Dec '17),2017-07-06,164.5625,163.09375,162.59375,0.0,0.0,164.5,-1.40625,0,2017-12-16,True,0.0018,False,1.00613144281,UD,UDZ17,FUT,2,0.290410958904
UDH18 (Mar '18),UDH18 (Mar '18),2017-07-06,162.09375,162.09375,162.09375,0.0,0.0,163.5,-1.40625,0,2018-03-16,True,0.0066,False,1.01233853865,UD,UDH18,FUT,2,0.53698630137
ZNU17 (Sep '17),ZNU17 (Sep '17),2017-07-06,125.34375,124.984375,124.796875,3100124.0,125.3125,125.21875,-0.234375,1503180,2017-09-16,True,,True,0.0,ZN,ZNU17,FUT,2,0.0027397260274
ZNZ17 (Dec '17),ZNZ17 (Dec '17),2017-07-06,124.984375,124.609375,124.4375,5621.0,124.9375,124.859375,-0.25,1983,2017-12-16,True,0.0009,False,1.00300940439,ZN,ZNZ17,FUT,2,0.290410958904
ZNH18 (Mar '18),ZNH18 (Mar '18),2017-07-06,124.234375,124.234375,124.234375,0.0,0.0,124.484375,-0.25,0,2018-03-16,True,0.0032,False,1.00603697648,ZN,ZNH18,FUT,2,0.53698630137
TNU17 (Sep '17),TNU17 (Sep '17),2017-07-06,134.578125,134.0,133.765625,389082.0,134.53125,134.421875,-0.421875,119772,2017-09-16,True,,True,0.0,TN,TNU17,FUT,2,0.0027397260274
TNZ17 (Dec '17),TNZ17 (Dec '17),2017-07-06,133.71875,133.71875,133.6875,0.0,0.0,134.140625,-0.421875,0,2017-12-16,True,0.0006,False,1.00210329516,TN,TNZ17,FUT,2,0.290410958904
TNH18 (Mar '18),TNH18 (Mar '18),2017-07-06,133.71875,133.71875,133.71875,0.0,0.0,134.140625,-0.421875,0,2018-03-16,True,0.0011,False,1.00210329516,TN,TNH18,FUT,2,0.53698630137
ZFU17 (Sep '17),ZFU17 (Sep '17),2017-07-06,117.71875,117.553125,117.4125,3030286.0,117.678125,117.625,-0.06875,760568,2017-09-16,True,,True,0.0,ZF,ZFU17,FUT,2,0.0027397260274
ZFZ17 (Dec '17),ZFZ17 (Dec '17),2017-07-06,117.334375,117.178125,117.1,2802.0,0.0,117.25,-0.06875,1,2017-12-16,True,0.0009,False,1.00320025602,ZF,ZFZ17,FUT,2,0.290410958904
ZFH18 (Mar '18),ZFH18 (Mar '18),2017-07-06,116.9375,116.9375,116.9375,0.0,0.0,117.25,-0.3125,0,2018-03-16,True,0.0028,False,1.0052645644,ZF,ZFH18,FUT,2,0.53698630137
ZTU17 (Sep '17),ZTU17 (Sep '17),2017-07-06,108.00625,107.990625,107.9375,1379463.0,108.0,107.975,0.015625,284924,2017-09-16,True,,True,0.0,ZT,ZTU17,FUT,2,0.0027397260274
ZTZ17 (Dec '17),ZTZ17 (Dec '17),2017-07-06,107.865625,107.865625,107.865625,0.0,0.0,107.859375,0.00625,0,2017-12-16,True,0.0003,False,1.00115884926,ZT,ZTZ17,FUT,2,0.290410958904
ZTH18 (Mar '18),ZTH18 (Mar '18),2017-07-06,107.8125,107.8125,107.8125,0.0,0.0,107.859375,-0.046875,0,2018-03-16,True,0.0009,False,1.00165217391,ZT,ZTH18,FUT,2,0.53698630137
ZQN17 (Jul '17),ZQN17 (Jul '17),2017-07-06,98.85,98.85,98.8475,279203.0,98.85,98.85,0.0,7501,2017-07-16,True,,False,,ZQ,ZQN17,FUT,2,
ZQQ17 (Aug '17),ZQQ17 (Aug '17),2017-07-06,98.845,98.845,98.84,179584.0,98.84,98.845,0.0,13213,2017-08-16,True,,False,,ZQ,ZQQ17,FUT,2,
ZQU17 (Sep '17),ZQU17 (Sep '17),2017-07-06,98.83,98.83,98.825,79912.0,98.825,98.825,0.005,11509,2017-09-16,True,,False,,ZQ,ZQU17,FUT,2,
ZQV17 (Oct '17),ZQV17 (Oct '17),2017-07-06,98.795,98.79,98.78,255586.0,98.785,98.78,0.01,49678,2017-10-16,True,,True,0.0,ZQ,ZQV17,FUT,2,0.0027397260274
ZQX17 (Nov '17),ZQX17 (Nov '17),2017-07-06,98.79,98.785,98.775,210171.0,98.78,98.775,0.01,11518,2017-11-16,True,0.0,False,1.00005061497,ZQ,ZQX17,FUT,2,0.12602739726
ZQZ17 (Dec '17),ZQZ17 (Dec '17),2017-07-06,98.73,98.73,98.72,75412.0,98.725,98.72,0.01,7764,2017-12-16,True,0.0001,False,1.00060771802,ZQ,ZQZ17,FUT,2,0.208219178082
ZQF18 (Jan '18),ZQF18 (Jan '18),2017-07-06,98.685,98.685,98.67,208477.0,98.675,98.675,0.01,27175,2018-01-16,True,0.0003,False,1.00106399149,ZQ,ZQF18,FUT,2,0.293150684932
ZQG18 (Feb '18),ZQG18 (Feb '18),2017-07-06,98.675,98.675,98.66,91144.0,98.665,98.665,0.01,12050,2018-02-16,True,0.0004,False,1.00116544211,ZQ,ZQG18,FUT,2,0.378082191781
ZQH18 (Mar '18),ZQH18 (Mar '18),2017-07-06,98.655,98.65,98.635,23982.0,98.645,98.645,0.005,3873,2018-03-16,True,0.0006,False,1.00141915864,ZQ,ZQH18,FUT,2,0.454794520548
ZQJ18 (Apr '18),ZQJ18 (Apr '18),2017-07-06,98.6,98.595,98.58,40029.0,98.59,98.59,0.005,11773,2018-04-16,True,0.0011,False,1.00197778792,ZQ,ZQJ18,FUT,2,0.539726027397
