,contractSymbol,dailyDate1dAgo,dailyHighPrice,dailyLastPrice,dailyLowPrice,dailyOpenInterest,dailyOpenPrice,dailyPreviousPrice,dailyPriceChange,dailyVolume,expiredDate,hasOptions,implied_roll_yeild,main_volume,preminum,root,symbol,symbolCode,symbolType,year_num
A6V17 (Oct '17),A6V17 (Oct '17),2017-07-06,0.7575,0.7575,0.7575,1.0,0.0,0.7585,-0.001,0,2017-10-16,True,0.0,False,1.0003960396,A6,A6V17,FUT,2,0.123287671233
A6Z17 (Dec '17),A6Z17 (Dec '17),2017-07-06,0.7598,0.7569,0.7562,1442.0,0.7581,0.7579,-0.001,51,2017-12-16,True,0.0003,False,1.00118906064,A6,A6Z17,FUT,2,0.290410958904
A6H18 (Mar '18),A6H18 (Mar '18),2017-07-06,0.7581,0.7562,0.7562,7.0,0.0,0.7572,-0.001,0,2018-03-16,True,0.0011,False,1.00211584237,A6,A6H18,FUT,2,0.53698630137
A6M18 (Jun '18),A6M18 (Jun '18),2017-07-06,0.7554,0.7554,0.7554,20.0,0.0,0.7564,-0.001,0,2018-06-16,True,0.0025,False,1.0031771247,A6,A6M18,FUT,2,0.78904109589
A6U18 (Sep '18),A6U18 (Sep '18),2017-07-06,0.7597,0.7546,0.7546,0.0,0.7597,0.7557,-0.0011,1,2018-09-16,True,0.0044,False,1.0042406573,A6,A6U18,FUT,2,1.04109589041
A6Z18 (Dec '18),A6Z18 (Dec '18),2017-07-06,0.7539,0.7539,0.7539,0.0,0.0,0.755,-0.0011,0,2018-12-16,True,0.0067,False,1.00517309988,A6,A6Z18,FUT,2,1.2904109589
A6H19 (Mar '19),A6H19 (Mar '19),2017-07-06,0.7531,0.7531,0.7531,0.0,0.0,0.7543,-0.0012,0,2019-03-16,True,0.0096,False,1.00624087107,A6,A6H19,FUT,2,1.53698630137
A6M19 (Jun '19),A6M19 (Jun '19),2017-07-06,0.7524,0.7524,0.7524,0.0,0.0,0.7535,-0.0011,0,2019-06-16,True,0.0129,False,1.00717703349,A6,A6M19,FUT,2,1.78904109589
A6U19 (Sep '19),A6U19 (Sep '19),2017-07-06,0.7513,0.7513,0.7513,0.0,0.0,0.7525,-0.0012,0,2019-09-16,True,0.0177,False,1.00865167044,A6,A6U19,FUT,2,2.04109589041
A6Z19 (Dec '19),A6Z19 (Dec '19),2017-07-06,0.7502,0.7502,0.7502,0.0,0.0,0.7513,-0.0011,0,2019-12-16,True,0.0234,False,1.01013063183,A6,A6Z19,FUT,2,2.2904109589
A6H20 (Mar '20),A6H20 (Mar '20),2017-07-06,0.749,0.749,0.749,0.0,0.0,0.7501,-0.0011,0,2020-03-16,True,0.0301,False,1.01174899866,A6,A6H20,FUT,2,2.5397260274
A6M20 (Jun '20),A6M20 (Jun '20),2017-07-06,0.7478,0.7478,0.7478,0.0,0.0,0.7489,-0.0011,0,2020-06-16,True,0.0378,False,1.01337255951,A6,A6M20,FUT,2,2.79178082192
A6U20 (Sep '20),A6U20 (Sep '20),2017-07-06,0.7467,0.7467,0.7467,0.0,0.0,0.7477,-0.001,0,2020-09-16,True,0.0459,False,1.01486540779,A6,A6U20,FUT,2,3.04383561644
A6Z20 (Dec '20),A6Z20 (Dec '20),2017-07-06,0.7455,0.7455,0.7455,0.0,0.0,0.7465,-0.001,0,2020-12-16,True,0.0554,False,1.01649899396,A6,A6Z20,FUT,2,3.29315068493
A6H21 (Mar '21),A6H21 (Mar '21),2017-07-06,0.7443,0.7443,0.7443,0.0,0.0,0.7453,-0.001,0,2021-03-16,True,0.0657,False,1.01813784764,A6,A6H21,FUT,2,3.5397260274
A6M21 (Jun '21),A6M21 (Jun '21),2017-07-06,0.7431,0.7431,0.7431,0.0,0.0,0.7441,-0.001,0,2021-06-16,True,0.0771,False,1.01978199435,A6,A6M21,FUT,2,3.79178082192
A6U21 (Sep '21),A6U21 (Sep '21),2017-07-06,0.742,0.742,0.742,0.0,0.0,0.7429,-0.0009,0,2021-09-16,True,0.0889,False,1.02129380054,A6,A6U21,FUT,2,4.04383561644
A6Z21 (Dec '21),A6Z21 (Dec '21),2017-07-06,0.7408,0.7408,0.7408,0.0,0.0,0.7417,-0.0009,0,2021-12-16,True,0.1023,False,1.02294816415,A6,A6Z21,FUT,2,4.29315068493
A6H22 (Mar '22),A6H22 (Mar '22),2017-07-06,0.7396,0.7396,0.7396,0.0,0.0,0.7406,-0.001,0,2022-03-16,True,0.1167,False,1.02460789616,A6,A6H22,FUT,2,4.5397260274
A6M22 (Jun '22),A6M22 (Jun '22),2017-07-06,0.7385,0.7385,0.7385,0.0,0.0,0.7394,-0.0009,0,2022-06-16,True,0.1316,False,1.02613405552,A6,A6M22,FUT,2,4.79178082192
M6Y00 (Cash),M6Y00 (Cash),2017-07-06,0.05487,0.054752,0.054328,0.0,0.05462,0.05462,0.000132,0,2017-07-06,True,,False,,M6,M6Y00,FUT,2,
M6N17 (Jul '17),M6N17 (Jul '17),2017-07-06,0.05476,0.05461,0.0543,95.0,0.0,0.05463,-2e-05,8,2017-07-16,True,,False,,M6,M6N17,FUT,2,
M6Q17 (Aug '17),M6Q17 (Aug '17),2017-07-06,0.05452,0.05437,0.05408,64.0,0.0,0.05438,-1e-05,8,2017-08-16,True,,False,,M6,M6Q17,FUT,2,
M6U17 (Sep '17),M6U17 (Sep '17),2017-07-06,0.05426,0.05407,0.05373,210963.0,0.05403,0.05408,-1e-05,39481,2017-09-16,True,,True,0.0,M6,M6U17,FUT,2,0.0027397260274
M6V17 (Oct '17),M6V17 (Oct '17),2017-07-06,0.05384,0.05384,0.05384,0.0,0.0,0.05385,-1e-05,0,2017-10-16,True,0.0005,False,1.00427191679,M6,M6V17,FUT,2,0.123287671233
M6X17 (Nov '17),M6X17 (Nov '17),2017-07-06,0.0536,0.0536,0.0536,0.0,0.0,0.05363,-3e-05,0,2017-11-16,True,0.0018,False,1.00876865672,M6,M6X17,FUT,2,0.208219178082
M6Z17 (Dec '17),M6Z17 (Dec '17),2017-07-06,0.0535,0.05331,0.05303,70.0,0.05324,0.05334,-3e-05,28,2017-12-16,True,0.0041,False,1.0142562371,M6,M6Z17,FUT,2,0.290410958904
M6F18 (Jan '18),M6F18 (Jan '18),2017-07-06,0.05311,0.05311,0.05311,0.0,0.0,0.05314,-3e-05,0,2018-01-16,True,0.0067,False,1.01807569196,M6,M6F18,FUT,2,0.375342465753
M6G18 (Feb '18),M6G18 (Feb '18),2017-07-06,0.05283,0.05283,0.05283,0.0,0.0,0.05288,-5e-05,0,2018-02-16,True,0.0107,False,1.0234715124,M6,M6G18,FUT,2,0.460273972603
M6H18 (Mar '18),M6H18 (Mar '18),2017-07-06,0.0527,0.05259,0.05259,0.0,0.0,0.05265,-6e-05,0,2018-03-16,True,0.015,False,1.02814223236,M6,M6H18,FUT,2,0.53698630137
M6J18 (Apr '18),M6J18 (Apr '18),2017-07-06,0.05238,0.05238,0.05238,0.0,0.0,0.05244,-6e-05,0,2018-04-16,True,0.0199,False,1.03226422299,M6,M6J18,FUT,2,0.621917808219
M6K18 (May '18),M6K18 (May '18),2017-07-06,0.05218,0.05218,0.05218,0.0,0.0,0.05224,-6e-05,0,2018-05-16,True,0.0254,False,1.03622077424,M6,M6K18,FUT,2,0.704109589041
M6M18 (Jun '18),M6M18 (Jun '18),2017-07-06,0.05193,0.05193,0.05193,0.0,0.0,0.052,-7e-05,0,2018-06-16,True,0.0324,False,1.04120932024,M6,M6M18,FUT,2,0.78904109589
M6N18 (Jul '18),M6N18 (Jul '18),2017-07-06,0.05173,0.05173,0.05173,0.0,0.0,0.05181,-8e-05,0,2018-07-16,True,0.0393,False,1.04523487338,M6,M6N18,FUT,2,0.871232876712
M6U18 (Sep '18),M6U18 (Sep '18),2017-07-06,0.05131,0.05131,0.05131,0.0,0.0,0.0514,-9e-05,0,2018-09-16,True,0.0561,False,1.05379068408,M6,M6U18,FUT,2,1.04109589041
M6Z18 (Dec '18),M6Z18 (Dec '18),2017-07-06,0.05072,0.05072,0.05072,0.0,0.0,0.05082,-0.0001,0,2018-12-16,True,0.086,False,1.0660488959,M6,M6Z18,FUT,2,1.2904109589
N6Y00 (Cash),N6Y00 (Cash),2017-07-06,0.72917,0.72736,0.72441,0.0,0.72885,0.72884,-0.00148,0,2017-07-06,False,,False,,N6,N6Y00,FUT,2,
N6U17 (Sep '17),N6U17 (Sep '17),2017-07-06,0.7283,0.7265,0.7235,57937.0,0.728,0.7272,-0.0007,19854,2017-09-16,False,,True,0.0,N6,N6U17,FUT,2,0.0027397260274
N6Z17 (Dec '17),N6Z17 (Dec '17),2017-07-06,0.7269,0.7253,0.7224,87.0,0.7244,0.726,-0.0007,4,2017-12-16,False,0.0005,False,1.0016544878,N6,N6Z17,FUT,2,0.290410958904
N6H18 (Mar '18),N6H18 (Mar '18),2017-07-06,0.7241,0.7241,0.7241,1.0,0.0,0.7248,-0.0007,0,2018-03-16,False,0.0018,False,1.00331445933,N6,N6H18,FUT,2,0.53698630137
N6M18 (Jun '18),N6M18 (Jun '18),2017-07-06,0.7229,0.7229,0.7229,0.0,0.0,0.7235,-0.0006,0,2018-06-16,False,0.0039,False,1.0049799419,N6,N6M18,FUT,2,0.78904109589
N6U18 (Sep '18),N6U18 (Sep '18),2017-07-06,0.7213,0.7213,0.7213,0.0,0.0,0.7219,-0.0006,0,2018-09-16,False,0.0075,False,1.0072092056,N6,N6U18,FUT,2,1.04109589041
N6Z18 (Dec '18),N6Z18 (Dec '18),2017-07-06,0.7195,0.7195,0.7195,0.0,0.0,0.7201,-0.0006,0,2018-12-16,False,0.0126,False,1.00972897846,N6,N6Z18,FUT,2,1.2904109589
T6N17 (Jul '17),T6N17 (Jul '17),2017-07-06,0.074325,0.074325,0.074325,0.0,0.0,0.074525,-0.0002,0,2017-07-16,False,,False,,T6,T6N17,FUT,2,
T6Q17 (Aug '17),T6Q17 (Aug '17),2017-07-06,0.07395,0.07395,0.07395,0.0,0.0,0.07415,-0.0002,0,2017-08-16,False,,False,,T6,T6Q17,FUT,2,
T6U17 (Sep '17),T6U17 (Sep '17),2017-07-06,0.07395,0.073525,0.073125,20862.0,0.0737,0.073725,-0.0002,2423,2017-09-16,False,,True,0.0,T6,T6U17,FUT,2,0.0027397260274
T6V17 (Oct '17),T6V17 (Oct '17),2017-07-06,0.0732,0.0732,0.0732,0.0,0.0,0.073375,-0.000175,0,2017-10-16,False,0.0005,False,1.00443989071,T6,T6V17,FUT,2,0.123287671233
T6X17 (Nov '17),T6X17 (Nov '17),2017-07-06,0.07285,0.07285,0.07285,0.0,0.0,0.07305,-0.0002,0,2017-11-16,False,0.0019,False,1.00926561428,T6,T6X17,FUT,2,0.208219178082
T6Z17 (Dec '17),T6Z17 (Dec '17),2017-07-06,0.072725,0.07245,0.0722,4000.0,0.0,0.07265,-0.0002,0,2017-12-16,False,0.0043,False,1.01483781919,T6,T6Z17,FUT,2,0.290410958904
T6F18 (Jan '18),T6F18 (Jan '18),2017-07-06,0.07215,0.07215,0.07215,0.0,0.0,0.07235,-0.0002,0,2018-01-16,False,0.0071,False,1.01905751906,T6,T6F18,FUT,2,0.375342465753
T6G18 (Feb '18),T6G18 (Feb '18),2017-07-06,0.07175,0.07175,0.07175,0.0,0.0,0.07195,-0.0002,0,2018-02-16,False,0.0113,False,1.02473867596,T6,T6G18,FUT,2,0.460273972603
T6H18 (Mar '18),T6H18 (Mar '18),2017-07-06,0.071425,0.071425,0.071425,0.0,0.0,0.0716,-0.000175,0,2018-03-16,False,0.0157,False,1.02940147007,T6,T6H18,FUT,2,0.53698630137
T6J18 (Apr '18),T6J18 (Apr '18),2017-07-06,0.0711,0.0711,0.0711,0.0,0.0,0.0713,-0.0002,0,2018-04-16,False,0.0211,False,1.0341068917,T6,T6J18,FUT,2,0.621917808219
T6K18 (May '18),T6K18 (May '18),2017-07-06,0.0708,0.0708,0.0708,0.0,0.0,0.071,-0.0002,0,2018-05-16,False,0.0269,False,1.03848870056,T6,T6K18,FUT,2,0.704109589041
T6M18 (Jun '18),T6M18 (Jun '18),2017-07-06,0.070425,0.070425,0.070425,0.0,0.0,0.07065,-0.000225,0,2018-06-16,False,0.0346,False,1.04401845935,T6,T6M18,FUT,2,0.78904109589
T6N18 (Jul '18),T6N18 (Jul '18),2017-07-06,0.070125,0.070125,0.070125,0.0,0.0,0.07035,-0.000225,0,2018-07-16,False,0.0421,False,1.04848484848,T6,T6N18,FUT,2,0.871232876712
T6U18 (Sep '18),T6U18 (Sep '18),2017-07-06,0.06945,0.06945,0.06945,0.0,0.0,0.069675,-0.000225,0,2018-09-16,False,0.0612,False,1.05867530598,T6,T6U18,FUT,2,1.04109589041
T6Z18 (Dec '18),T6Z18 (Dec '18),2017-07-06,0.0685,0.0685,0.0685,0.0,0.0,0.068725,-0.000225,0,2018-12-16,False,0.0957,False,1.07335766423,T6,T6Z18,FUT,2,1.2904109589
T6H19 (Mar '19),T6H19 (Mar '19),2017-07-06,0.0676,0.0676,0.0676,0.0,0.0,0.0678,-0.0002,0,2019-03-16,False,0.1378,False,1.08764792899,T6,T6H19,FUT,2,1.53698630137
T6M19 (Jun '19),T6M19 (Jun '19),2017-07-06,0.0667,0.0667,0.0667,0.0,0.0,0.0669,-0.0002,0,2019-06-16,False,0.1904,False,1.10232383808,T6,T6M19,FUT,2,1.78904109589
L6Y00 (Cash),L6Y00 (Cash),2017-07-06,0.30396,0.30303,0.3015,0.0,0.30387,0.30381,-0.00078,0,2017-07-06,False,,False,,L6,L6Y00,FUT,2,
L6Q17 (Aug '17),L6Q17 (Aug '17),2017-07-06,0.303,0.30125,0.2995,14703.0,0.303,0.30165,-0.0004,710,2017-08-16,False,,True,0.0,L6,L6Q17,FUT,2,0.0027397260274
L6U17 (Sep '17),L6U17 (Sep '17),2017-07-06,0.29945,0.29935,0.2976,1118.0,0.29935,0.29995,-0.0006,27,2017-09-16,False,0.0008,False,1.00634708535,L6,L6U17,FUT,2,0.12602739726
L6V17 (Oct '17),L6V17 (Oct '17),2017-07-06,0.29825,0.29825,0.29825,0.0,0.0,0.2984,-0.00015,0,2017-10-16,False,0.0021,False,1.01005867561,L6,L6V17,FUT,2,0.208219178082
L6X17 (Nov '17),L6X17 (Nov '17),2017-07-06,0.29665,0.29665,0.29665,0.0,0.0,0.29685,-0.0002,0,2017-11-16,False,0.0045,False,1.01550648913,L6,L6X17,FUT,2,0.293150684932
L6Z17 (Dec '17),L6Z17 (Dec '17),2017-07-06,0.29525,0.29525,0.29525,0.0,0.0,0.2955,-0.00025,0,2017-12-16,False,0.0076,False,1.02032176122,L6,L6Z17,FUT,2,0.375342465753
L6F18 (Jan '18),L6F18 (Jan '18),2017-07-06,0.2939,0.2939,0.2939,0.0,0.0,0.2942,-0.0003,0,2018-01-16,False,0.0114,False,1.02500850629,L6,L6F18,FUT,2,0.460273972603
L6G18 (Feb '18),L6G18 (Feb '18),2017-07-06,0.29245,0.29245,0.29245,0.0,0.0,0.2927,-0.00025,0,2018-02-16,False,0.0163,False,1.03009061378,L6,L6G18,FUT,2,0.545205479452
L6H18 (Mar '18),L6H18 (Mar '18),2017-07-06,0.2912,0.2912,0.2912,0.0,0.0,0.29145,-0.00025,0,2018-03-16,False,0.0213,False,1.03451236264,L6,L6H18,FUT,2,0.621917808219
L6J18 (Apr '18),L6J18 (Apr '18),2017-07-06,0.2899,0.2899,0.2899,0.0,0.0,0.2902,-0.0003,0,2018-04-16,False,0.0275,False,1.03915143153,L6,L6J18,FUT,2,0.706849315068
L6K18 (May '18),L6K18 (May '18),2017-07-06,0.28845,0.28845,0.28845,0.0,0.0,0.28875,-0.0003,0,2018-05-16,False,0.0349,False,1.04437510834,L6,L6K18,FUT,2,0.78904109589
L6M18 (Jun '18),L6M18 (Jun '18),2017-07-06,0.28715,0.28715,0.28715,0.0,0.0,0.28745,-0.0003,0,2018-06-16,False,0.0428,False,1.04910325614,L6,L6M18,FUT,2,0.87397260274
L6N18 (Jul '18),L6N18 (Jul '18),2017-07-06,0.2858,0.2858,0.2858,0.0,0.0,0.2861,-0.0003,0,2018-07-16,False,0.0516,False,1.05405878237,L6,L6N18,FUT,2,0.956164383562
L6Q18 (Aug '18),L6Q18 (Aug '18),2017-07-06,0.2843,0.2843,0.2843,0.0,0.0,0.2846,-0.0003,0,2018-08-16,False,0.0621,False,1.05962011959,L6,L6Q18,FUT,2,1.04109589041
L6U18 (Sep '18),L6U18 (Sep '18),2017-07-06,0.2828,0.2828,0.2828,0.0,0.0,0.2831,-0.0003,0,2018-09-16,False,0.0738,False,1.06524045262,L6,L6U18,FUT,2,1.12602739726
L6V18 (Oct '18),L6V18 (Oct '18),2017-07-06,0.28145,0.28145,0.28145,0.0,0.0,0.28175,-0.0003,0,2018-10-16,False,0.0856,False,1.07034997335,L6,L6V18,FUT,2,1.20821917808
L6X18 (Nov '18),L6X18 (Nov '18),2017-07-06,0.27985,0.27985,0.27985,0.0,0.0,0.2802,-0.00035,0,2018-11-16,False,0.1,False,1.07646953725,L6,L6X18,FUT,2,1.29315068493
L6Z18 (Dec '18),L6Z18 (Dec '18),2017-07-06,0.27845,0.27845,0.27845,0.0,0.0,0.2788,-0.00035,0,2018-12-16,False,0.1143,False,1.08188184593,L6,L6Z18,FUT,2,1.37534246575
L6F19 (Jan '19),L6F19 (Jan '19),2017-07-06,0.27705,0.27705,0.27705,0.0,0.0,0.27735,-0.0003,0,2019-01-16,False,0.1301,False,1.087348854,L6,L6F19,FUT,2,1.4602739726
L6G19 (Feb '19),L6G19 (Feb '19),2017-07-06,0.2756,0.2756,0.2756,0.0,0.0,0.27595,-0.00035,0,2019-02-16,False,0.1474,False,1.09306966618,L6,L6G19,FUT,2,1.54520547945
L6H19 (Mar '19),L6H19 (Mar '19),2017-07-06,0.2743,0.2743,0.2743,0.0,0.0,0.27465,-0.00035,0,2019-03-16,False,0.1642,False,1.09825009114,L6,L6H19,FUT,2,1.62191780822
L6J19 (Apr '19),L6J19 (Apr '19),2017-07-06,0.273,0.273,0.273,0.0,0.0,0.27335,-0.00035,0,2019-04-16,False,0.183,False,1.10347985348,L6,L6J19,FUT,2,1.70684931507
L6K19 (May '19),L6K19 (May '19),2017-07-06,0.2716,0.2716,0.2716,0.0,0.0,0.27195,-0.00035,0,2019-05-16,False,0.2037,False,1.10916789396,L6,L6K19,FUT,2,1.78904109589
L6M19 (Jun '19),L6M19 (Jun '19),2017-07-06,0.2702,0.2702,0.2702,0.0,0.0,0.27055,-0.00035,0,2019-06-16,False,0.2261,False,1.11491487787,L6,L6M19,FUT,2,1.87397260274
L6N19 (Jul '19),L6N19 (Jul '19),2017-07-06,0.269,0.269,0.269,0.0,0.0,0.26935,-0.00035,0,2019-07-16,False,0.2479,False,1.11988847584,L6,L6N19,FUT,2,1.95616438356
L6Q19 (Aug '19),L6Q19 (Aug '19),2017-07-06,0.26755,0.26755,0.26755,0.0,0.0,0.2679,-0.00035,0,2019-08-16,False,0.274,False,1.1259577649,L6,L6Q19,FUT,2,2.04109589041
L6U19 (Sep '19),L6U19 (Sep '19),2017-07-06,0.26625,0.26625,0.26625,0.0,0.0,0.2666,-0.00035,0,2019-09-16,False,0.3003,False,1.13145539906,L6,L6U19,FUT,2,2.12602739726
L6V19 (Oct '19),L6V19 (Oct '19),2017-07-06,0.26495,0.26495,0.26495,0.0,0.0,0.2653,-0.00035,0,2019-10-16,False,0.3278,False,1.13700698245,L6,L6V19,FUT,2,2.20821917808
L6X19 (Nov '19),L6X19 (Nov '19),2017-07-06,0.26365,0.26365,0.26365,0.0,0.0,0.264,-0.00035,0,2019-11-16,False,0.3576,False,1.1426133131,L6,L6X19,FUT,2,2.29315068493
L6Z19 (Dec '19),L6Z19 (Dec '19),2017-07-06,0.26245,0.26245,0.26245,0.0,0.0,0.2628,-0.00035,0,2019-12-16,False,0.3875,False,1.14783768337,L6,L6Z19,FUT,2,2.37534246575
L6F20 (Jan '20),L6F20 (Jan '20),2017-07-06,0.2611,0.2611,0.2611,0.0,0.0,0.2615,-0.0004,0,2020-01-16,False,0.4218,False,1.15377250096,L6,L6F20,FUT,2,2.4602739726
L6G20 (Feb '20),L6G20 (Feb '20),2017-07-06,0.25985,0.25985,0.25985,0.0,0.0,0.2602,-0.00035,0,2020-02-16,False,0.4568,False,1.15932268617,L6,L6G20,FUT,2,2.54520547945
L6H20 (Mar '20),L6H20 (Mar '20),2017-07-06,0.2587,0.2587,0.2587,0.0,0.0,0.2591,-0.0004,0,2020-03-16,False,0.4913,False,1.16447622729,L6,L6H20,FUT,2,2.62465753425
L6J20 (Apr '20),L6J20 (Apr '20),2017-07-06,0.25745,0.25745,0.25745,0.0,0.0,0.2578,-0.00035,0,2020-04-16,False,0.5307,False,1.17013012235,L6,L6J20,FUT,2,2.7095890411
L6K20 (May '20),L6K20 (May '20),2017-07-06,0.25625,0.25625,0.25625,0.0,0.0,0.2566,-0.00035,0,2020-05-16,False,0.5709,False,1.1756097561,L6,L6K20,FUT,2,2.79178082192
L6M20 (Jun '20),L6M20 (Jun '20),2017-07-06,0.2551,0.2551,0.2551,0.0,0.0,0.25545,-0.00035,0,2020-06-16,False,0.6134,False,1.18090944728,L6,L6M20,FUT,2,2.87671232877
L6N20 (Jul '20),L6N20 (Jul '20),2017-07-06,0.25385,0.25385,0.25385,0.0,0.0,0.2542,-0.00035,0,2020-07-16,False,0.6596,False,1.18672444357,L6,L6N20,FUT,2,2.95890410959
L6Q20 (Aug '20),L6Q20 (Aug '20),2017-07-06,0.25265,0.25265,0.25265,0.0,0.0,0.253,-0.00035,0,2020-08-16,False,0.7083,False,1.19236097368,L6,L6Q20,FUT,2,3.04383561644
L6U20 (Sep '20),L6U20 (Sep '20),2017-07-06,0.25145,0.25145,0.25145,0.0,0.0,0.25185,-0.0004,0,2020-09-16,False,0.7601,False,1.19805130245,L6,L6U20,FUT,2,3.12876712329
L6V20 (Oct '20),L6V20 (Oct '20),2017-07-06,0.25035,0.25035,0.25035,0.0,0.0,0.2507,-0.00035,0,2020-10-16,False,0.8117,False,1.2033153585,L6,L6V20,FUT,2,3.21095890411
L6X20 (Nov '20),L6X20 (Nov '20),2017-07-06,0.2492,0.2492,0.2492,0.0,0.0,0.2496,-0.0004,0,2020-11-16,False,0.8686,False,1.20886837881,L6,L6X20,FUT,2,3.29589041096
L6Z20 (Dec '20),L6Z20 (Dec '20),2017-07-06,0.24805,0.24805,0.24805,0.0,0.0,0.2484,-0.00035,0,2020-12-16,False,0.9278,False,1.21447288853,L6,L6Z20,FUT,2,3.37808219178
L6F21 (Jan '21),L6F21 (Jan '21),2017-07-06,0.2469,0.2469,0.2469,0.0,0.0,0.2473,-0.0004,0,2021-01-16,False,0.9917,False,1.22012960713,L6,L6F21,FUT,2,3.46301369863
L6G21 (Feb '21),L6G21 (Feb '21),2017-07-06,0.24585,0.24585,0.24585,0.0,0.0,0.2462,-0.00035,0,2021-02-16,False,1.0565,False,1.22534065487,L6,L6G21,FUT,2,3.54794520548
L6H21 (Mar '21),L6H21 (Mar '21),2017-07-06,0.24485,0.24485,0.24485,0.0,0.0,0.2452,-0.00035,0,2021-03-16,False,1.1199,False,1.23034510925,L6,L6H21,FUT,2,3.62465753425
L6J21 (Apr '21),L6J21 (Apr '21),2017-07-06,0.24365,0.24365,0.24365,0.0,0.0,0.244,-0.00035,0,2021-04-16,False,1.1972,False,1.23640467884,L6,L6J21,FUT,2,3.7095890411
L6K21 (May '21),L6K21 (May '21),2017-07-06,0.24255,0.24255,0.24255,0.0,0.0,0.24295,-0.0004,0,2021-05-16,False,1.2746,False,1.2420119563,L6,L6K21,FUT,2,3.79178082192
L6M21 (Jun '21),L6M21 (Jun '21),2017-07-06,0.2416,0.2416,0.2416,0.0,0.0,0.24195,-0.00035,0,2021-06-16,False,1.3524,False,1.24689569536,L6,L6M21,FUT,2,3.87671232877
L6N21 (Jul '21),L6N21 (Jul '21),2017-07-06,0.24045,0.24045,0.24045,0.0,0.0,0.2408,-0.00035,0,2021-07-16,False,1.4411,False,1.25285922229,L6,L6N21,FUT,2,3.95890410959
L6Q21 (Aug '21),L6Q21 (Aug '21),2017-07-06,0.2394,0.2394,0.2394,0.0,0.0,0.23975,-0.00035,0,2021-08-16,False,1.5327,False,1.25835421888,L6,L6Q21,FUT,2,4.04383561644
L6U21 (Sep '21),L6U21 (Sep '21),2017-07-06,0.2383,0.2383,0.2383,0.0,0.0,0.23865,-0.00035,0,2021-09-16,False,1.6322,False,1.26416281997,L6,L6U21,FUT,2,4.12876712329
L6V21 (Oct '21),L6V21 (Oct '21),2017-07-06,0.23725,0.23725,0.23725,0.0,0.0,0.23765,-0.0004,0,2021-10-16,False,1.7338,False,1.26975763962,L6,L6V21,FUT,2,4.21095890411
L6X21 (Nov '21),L6X21 (Nov '21),2017-07-06,0.2363,0.2363,0.2363,0.0,0.0,0.2367,-0.0004,0,2021-11-16,False,1.8383,False,1.27486246297,L6,L6X21,FUT,2,4.29589041096
L6Z21 (Dec '21),L6Z21 (Dec '21),2017-07-06,0.2352,0.2352,0.2352,0.0,0.0,0.2356,-0.0004,0,2021-12-16,False,1.9553,False,1.28082482993,L6,L6Z21,FUT,2,4.37808219178
L6F22 (Jan '22),L6F22 (Jan '22),2017-07-06,0.2342,0.2342,0.2342,0.0,0.0,0.2346,-0.0004,0,2022-01-16,False,2.076,False,1.28629376601,L6,L6F22,FUT,2,4.46301369863
L6G22 (Feb '22),L6G22 (Feb '22),2017-07-06,0.23315,0.23315,0.23315,0.0,0.0,0.23355,-0.0004,0,2022-02-16,False,2.2074,False,1.2920866395,L6,L6G22,FUT,2,4.54794520548
L6H22 (Mar '22),L6H22 (Mar '22),2017-07-06,0.23235,0.23235,0.23235,0.0,0.0,0.23275,-0.0004,0,2022-03-16,False,2.3234,False,1.29653539918,L6,L6H22,FUT,2,4.62465753425
L6J22 (Apr '22),L6J22 (Apr '22),2017-07-06,0.23125,0.23125,0.23125,0.0,0.0,0.23165,-0.0004,0,2022-04-16,False,2.4744,False,1.3027027027,L6,L6J22,FUT,2,4.7095890411
L6K22 (May '22),L6K22 (May '22),2017-07-06,0.2303,0.2303,0.2303,0.0,0.0,0.2307,-0.0004,0,2022-05-16,False,2.6214,False,1.30807642206,L6,L6K22,FUT,2,4.79178082192
L6M22 (Jun '22),L6M22 (Jun '22),2017-07-06,0.2293,0.2293,0.2293,0.0,0.0,0.2297,-0.0004,0,2022-06-16,False,2.7844,False,1.31378107283,L6,L6M22,FUT,2,4.87671232877
L6N22 (Jul '22),L6N22 (Jul '22),2017-07-06,0.22835,0.22835,0.22835,0.0,0.0,0.22875,-0.0004,0,2022-07-16,False,2.9508,False,1.31924677031,L6,L6N22,FUT,2,4.95890410959
L6Q22 (Aug '22),L6Q22 (Aug '22),2016-12-02,0.19385,0.19385,0.19385,0.0,0.0,0.19395,-0.0001,0,2022-08-16,False,8.2406,False,1.55403662626,L6,L6Q22,FUT,2,5.04383561644
L6U22 (Sep '22),L6U22 (Sep '22),2016-12-02,0.19285,0.19285,0.19285,0.0,0.0,0.19295,-0.0001,0,2022-09-16,False,8.851,False,1.5620948924,L6,L6U22,FUT,2,5.12876712329
L6V22 (Oct '22),L6V22 (Oct '22),2016-12-02,0.19195,0.19195,0.19195,0.0,0.0,0.1921,-0.00015,0,2022-10-16,False,9.471,False,1.56941911956,L6,L6V22,FUT,2,5.21095890411
L6X22 (Nov '22),L6X22 (Nov '22),2016-12-02,0.19105,0.19105,0.19105,0.0,0.0,0.19115,-0.0001,0,2022-11-16,False,10.1538,False,1.57681235279,L6,L6X22,FUT,2,5.29589041096
